filename,entry-date,entry-by,layout,entry-type,image,title,source-url,source,copyright,summary,content,FEATURES:,Boerhaave,COGWEB,Chinese,LSTM,Leiden,PGM,RNN,Ruysch,actors,aesthesis,agency,algorithm,analysis,anatomical,anatomy,androgynous,architecture,archive,artificialia,axis,black-box,body,botanical,brain,categories,categorization,channel,character recognition,chinese,classification,clustering,cnn,codes,cognition,collecting,collection,collections,colonialism,commodification,concept,conceptual-clustering,convolutional neural network,cost,counting,cut,cuts,cutting,datasets,demonstration,diagram,dimensionality,disgust,dissection,distance,domestication,elegance,epistemology,error,euclidean,evaluation,eye,figures,finger,forecasting,forensics,frame,freakish,geometry,gesture,gestures,gradient descent,graph,graphs,grouping,hacking,hand,hand writing,hands,hands-on,handwriting,hardware,history,human,human body,imagination,imperfect,inscription,instruments,joint,kmeans,knowledge,labeling,landmark,learning,location,machine learning,machines,materiality,meaning,measurement,memory,mnist,model,models,monsters,muscles,mystical,mythological,naturalia,nerves,nervous system,network,networks,neural networks,neural-anatomy,neuron,nonlinearity,observation,offline,online,ontologies,ontology,ontology-building,optimization,orientation,orthogonality,parallel,pca,perception,perceptron,perfection,performance,planes,poetic,position,prediction,preparation,preparations,projection,proportion,proportions,psychology,python,races,representation,representations,rhetoric,rnn,segments,selection,sensory experience,sensory perception,similarity,skeleton,skin,skull,skulls,space,sparseness,spectacle,spectators,speech,standard,statistic-ontology,statistical,statistical-ontology,svm,symbols,tacit,taxonomy,theatre,time-series,timeseries,tools,topological,training,treatise,trial,truth,type,typography,unsupervised,vision,visualization,wellcome,word2vec,writing,zodiac
ear-scar.md,2018-11-6,Joana Chicau,image,image,poster/ear-scar.png,Ear,https://brill.com/view/title/24846,"Elegant Anatomy, The Eighteenth-Century Leiden Anatomical Collections. Marieke M. A. Hendriksen (2015)",lumc Ab0100. B.S. Albinus (1692–1770). Anatomisch Museum lumc 2012.,"At first sight, preparation Ab0100 is a typical Albinus preparation: a sensory organ of average size and shape (...) Yet it is not entirely perfect, as we might expect from an Albinus preparation: it has a tiny smallpox mark.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
encephalitis-specilegium-anatomicum.md,2019-09-2,Joana Chicau,image,image,wc/Encephalitis_in_Specilegium_anatomicum_Wellcome_L0005443.jpg,"Encephalitis, in Specilegium anatomicum.",https://wellcomecollection.org/works/d5vcdk4u?wellcomeImagesUrl=/indexplus/image/L0005443.html,,Creative Commons Attribution (CC BY 4.0),"Encephalitis, in Specilegium anatomicum. Rare Books Keywords: Anatomy; Nervous System; Thomas Kerckring 1640-1693",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0.978,0,0.873,0,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.999,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
euclidean_distance.md,2019-09-24,Joana Chicau,image,image,wiki/Euclidean_Distance.png,Euclidean Distance in R2,https://en.wikipedia.org/wiki/Euclidean_distance,,,"In mathematics, the Euclidean distance or Euclidean metric is the 'ordinary' straight-line distance between two points in Euclidean space. With this distance, Euclidean space becomes a metric space. The associated norm is called the Euclidean norm. Older literature refers to the metric as the Pythagorean metric. A generalized term for the Euclidean norm is the L2 norm or L2 distance.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0.1,0,0,0,0,0,0,0.85,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
expectation-maximization-algorithm.md,2018-10-16,Jonathan Reus,image,image,algorithms/ClusterAnalysis_Mouse-Dataset.png,Expectation-Maximization Algorithm vs K-means Clustering,https://en.wikipedia.org/wiki/Expectation%E2%80%93maximization_algorithm,Wikipedia,Public Domain,"Comparison of k-means and EM on artificial data. Using the variances, the EM algorithm can describe the normal distributions exactly, while k-Means splits the data into Voronoi-Cells. The Cluster center is visualized by the lighter, bigger Symbol.",,,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.77,0,0,0,0,0.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0.42,0,0,0,0
forward-back-propogation.md,2018-10-16,Jonathan Reus,image,image,algorithms/forward-back-propagation-neuralnetworks.gif,Flow of Forward and Back Propagation in Neural Network Training,https://towardsdatascience.com/lets-code-a-neural-network-in-plain-numpy-ae7e74410795,"Piotr Skalski, Let's Code a Neural Network in Plain Numpy",,"Process flow of computation during training of a neural-network model. Illustrated is computation of input to output layers as a forward propagation of statistical activations, followed by an error evaluation and back-propagation adjusting statistical weights.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0,0,0,0,0,0,0.23,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0,0,0,0,0
gesture-speech-birth-of-graphism.md,2019-07-20,Joana Chicau,text,,,Gesture and Speech (Graphism),https://mitpress.mit.edu/books/gesture-and-speech,"Leroi-Gourhan, A. (1993). Gesture and speech. Cambridge, Mass. MIT Press.",,"There is a most important fact to be learned from the very earliest graphic signs. In chapters 2 and 3 we saw that the bipolar technicity of many vertebrates cul­minated in anthropoids in the forming of two functional pairs (hand/tools, face/language), making the motor function of the hand and of the face the decisive factor in the process of modeling of thought into instruments of material action, on the one hand, and into sound symbols, on the other.
The emergence of graphic signs at the end of the Palaeoanthropians' reign presupposes the establishment of a new rela­tionship between the two operating poles - a relationship exclusively characteristic of humanity in the narrow sense, that is to say, one that meets the requirements of mental symbolization to the same extent as today. In this new relationship the sense of vision holds the dominant place in the pairs 'face/reading' and 'hand/graphic sign'l. This relationship is indeed exclusively human: While it can at a pinch be claimed that tools are not unknown to some animal species and that language merely represents the step after the vocal signals of the animal world, nothing comparable to the writing and reading of symbols existed before the dawn of _Homo sapiens_.",,,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987,0,0,0,0,0,0.956,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0.99,0
gesture-speech-tools-motive-gesture.md,2019-07-20,Joana Chicau,text,,,Gesture and Speech (Tools and Gesture),https://mitpress.mit.edu/books/gesture-and-speech,"Leroi-Gourhan, A. (1993). Gesture and speech. Cambridge, Mass. MIT Press.",,"The hand's modes of action became gradually enriched during the operational process in the course of human evolution. The manipulative action of the primates, in which gesture and tool form a single whole, was followed in the first anthropoids by _directly motive action of the hand_ with the hand tool separable from the motive gesture. In the next stage, reached possibly before the Neolithic, gesture became annexed by the hand-operated machine, the hand merely supplying its motor impulse by _indirect mobility_.
In historic times motive force itself was transferred from the human arm, and _the hand intervened only to start the motor process_ in animal-operated machines or mechanic machines such as mills. Finally, in the last stage, _the hand is used to set off a programmed process_ in automatic machines that not only exteriorize tools, gestures, and mobility but whose effect also spills over into memory and mechanical behavior.",,,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.987,0,0,0,0,0,0,0.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.956,0,0,0,0,0,0,0.9,0,0,0,0,0,0.99,0
hacking-elegant-anatomy.md,2018-10-29,Joana Chicau,text,,,Hacking the body,https://brill.com/view/title/24846,"Elegant Anatomy, The Eighteenth-Century Leiden Anatomical Collections. Marieke M. A. Hendriksen (2015)","2015 by Koninklijke Brill nv, Leiden, The Netherlands.","Excerpt on Aesthesis and the epistemology of 18th century anatomical research. From Elegant Anatomy, Marieke M. A. Hendriksen","Hacking advocates: the need to examine the ideas we use to organize knowledge and inquiry, and to propose, advocate, or refute theories of knowledge.
Footnote: Hacking. Historical Ontology",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handwriting-efficient-grips.md,2019-07-25,Jonathan Reus,image,image,w/writing-grips-efficiency.gif,Efficient and Inefficient Handwriting Grips,https://www.clinicians-view.com/University/PDF/HF01/HF01TextPreview.pdf,"Benbow, Mary. Neurokinesthetic approach to hand function and handwriting. Clinician's view, 2008.",,"An  adducted  grip  (which  diminishes  the  proprioceptive  input  from  the  lumbricales  from  the  skilled digits) does not allow the luxury of the unconscious regulation of the gripping pressure on the shaft of the pencil or the downward pressure of the pencil point against the writing surface. This  is  the  reason  many  students  frequently  need  to  stop,  release  their  grip  on  the  pencil  and  shake  the  pain  out  of  the  fingers.  He  should  be  made  aware  that  power  grips  might  result  in  painful joint dysfunctions later in life due to the stress they cause to the support structures of the joints. The  following  sequence  can  make  the  transition  to  the  functional  grip  less  stressful  and  more  successful. 1.The  instructor  demonstrates  how  to  position  a  pencil  between  index  and  long  finger  to  make  large random patterns on the paper using only shoulder and elbow movements. 2. The child imitates the instructor by positioning the between the same two digits to make large free flowing movements (no finger movements, letter or number symbols are allowed). 3.  After  the  child  adjusts  to  the  feel  of  the  pencil  in  the  index/middle  finger  web  space,  she  should be encouraged to draw anything she pleases.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.987,0,0,0,0,0,0,0.31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
handwriting-gesture-prediction-rnn.md,2019-07-25,Jonathan Reus,image,image,h/handwriting-gesture-prediction-rnn.jpg,Generating Handwriting Sequences with Recurrent Neural Networks,https://arxiv.org/abs/1308.0850,"Graves, Alex. ""Generating sequences with recurrent neural networks."" arXiv preprint arXiv 1308.0850 (2013).",,"Mixture density outputs for handwriting prediction.Thetop heatmap shows the sequence of probability distributions for the predictedpen  locations  as  the  word  ‘under’  is  written.    The  densities  for  successivepredictions  are  added  together,  giving  high  values  where  the  distributionsoverlap.",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0,0,0,0,0,0,0,0.131,0,0.997,0,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
historiographical.md,2018-11-6,Joana Chicau,text,,,Transcending Traditional Historiographical Categories,https://brill.com/view/title/24846,"Elegant Anatomy, The Eighteenth-Century Leiden Anatomical Collections. Marieke M. A. Hendriksen (2015)","2015 by Koninklijke Brill nv, Leiden, The Netherlands.","Excerpt from the concluding chapter at Elegant Anatomy, Marieke M. A. Hendriksen","By using aesthesis as an analytical category and the materiality of anatomical preparations to understand the epistemic culture of which the eighteenth century Leiden anatomical collections are the result, I have put the actual objects that constitute these collections centre-stage without losing sight of the actors, work and social structures from which they emerged, thus transcending traditional historiographical categories.",,0,0,0,0,0,0,0,0,0.54,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,0,0,0.56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
horizontal-section-brain.md,2019-09-2,Joana Chicau,image,image,wc/Horizontal-section-brain.jpg,Horizontal section through brain.,https://wellcomecollection.org/works/hs5kx45w?wellcomeImagesUrl=/indexplus/image/L0002492.html,,Creative Commons Attribution (CC BY 4.0),Horizontal section through brain. Thomas Bartholin (1616-1680),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.951,0,0,0,0,0,0,0.978,0,0.98,0,0.873,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4222,0,0,0,0,0,0,0,0,0,0,0.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.44,0,0,0
human-anatomy-planes.md,2019-09-24,Joana Chicau,image,image,wiki/Human_Anatomy_Planes.jpg,"Human anatomy planes, 2014",https://commons.wikimedia.org/wiki/File:Human_anatomy_planes.jpg,"Richfield, David (2014). Medical gallery of David Richfield. WikiJournal of Medicine 1 (2). DOI:10.15347/wjm/2014.009. ISSN 2002-4436.",,"Anatomical planes, including median (red), parasagittal (yellow), frontal or coronal plane (blue) and transverse or axial plane (green). Made with the default MakeHuman model (intermediate gender proportions) with breast size reduced to be more androgynous, posed in standard anatomical position. Blender source available on GitHub. ",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0.97,0,0,0,0.95,0,0.9,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.65,0,0.42,0,0,0,0.22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.51,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.622,0,0,0,0,0,0,0,0.99,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
human-myth.md,2019-09-24,Joana Chicau,image,image,wc/Human-Myth.jpg,Human proportions established through mythological figures,https://wellcomecollection.org/works/b27p8pgf,,Creative Commons Attribution (CC BY 4.0),Human proportions established through mythological figures. Engraving. Gerard Thibault (ca. 1574–1627).,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.85,0,0,0,0,0,0,0.9,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0.21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.81,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.11,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
human-skin-frame.md,2019-09-24,Joana Chicau,image,image,wiki/Human_Skin_Hang.jpg,Human skin hanging in frame.,https://commons.wikimedia.org/wiki/File:Human_skin_hanging_in_frame._Wellcome_L0007801.jpg,,Creative Commons Attribution (CC BY 4.0),Original collection: 1890 and 1936 by Sir Henry (see more info: https://wellcomecollection.org/works/effc4fjc?wellcomeImagesUrl=/indexplus/image/L0007801.html),,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0.89,0,0,0,0.71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
incremental-concept-induction.md,2019-06-21,Jonathan Reus,text,,,Incremental Concept Induction,https://link.springer.com/article/10.1023%2FA%3A1022852608280,"Fisher, Douglas H. ""Knowledge acquisition via incremental conceptual clustering."" Machine learning 2.2 (1987) 139-172.",,Proposal for incremental concept induction algorithms towards creating statistical ontologies. Excerpt from 1987 COGWEB publication by Douglas Fisher.,"## Incremental concept induction
Many concept learning systems, whether they carry out learning from examples or conceptual clustering, are non incremental - all objects must be present at the outset of system execution.

In contrast, incremental methods accept a stream of objects that are assimilated one at a time. A primary motivation for using incremental systems is that knowledge may be rapidly updated with each new observation, thus sustaining a continual basis for reacting to new stimuli. This is an important property of systems that are used under real-world constraints (Carbonell &; Hood, 1986; Langley, Ki-bler, & Granger, 1986; Sammut & Hume, 1986).

Search-intensive methods may be appropriate in a non-incremental system, but may be too costly for incremental processing, since they require updating a frontier of concept hypotheses and/or examining a list of previously seen objects. Schlimmer and Fisher (1986) imply that incremental processes are profitably viewed as strategies operating under diminished search control. Specifically, they use a hill-climbing strategy (with no backtracking) to implement and test incremental variants of Quinlan's (1983) ID3 program. Schlimmer and Fisher demonstrate that the cost of object incorporation can be significantly reduced, while preserving the ability of the learning system to converge on concept descriptions of high quality. The ability to achieve high quality concept descriptions, despite the limitations of hillclimbing, is maintained by extending the set of available operators. Rather than restricting search to be unidirectional, both generalization and specialization operators are supplied. Bidirectional mobility allows an incremental system to recover from a bad learning path.In learning from examples, Winston's (1975) 'ARCH' program fits this view of incremental processing; it employs a hill-climbing strategy with operators for both generalization and specialization. This view can also be extended to conceptual clustering. For instance, Fisher and Langley (1985,1986) view Lebowitz' (1982, 1986a) UNIMEM as an incremental conceptual clustering system. Given a new object and an existing hierarchy that was built from previous observations, the program incorporates the object into the hierarchy. This results in a classification hierarchy that covers the new object as well as previously seen objects. Since UNIMEM maintains only one hierarchy following each observation, it can be viewed as hill climbing through a space of classification hierarchies. Second, UNIMEM does not build its hierarchies in an entirely top-down or bottom-up fashion. Instead, it has operators for merging nodes in an agglomerative manner and deleting nodes and associated subtrees. Node deletion selectively undoes the effects of past learning and thus approximates backtracking.

While existing descriptions of UNIMEM and similar systems like CYRUS (Kolodner, 1983) are not framed as search, desirable search properties can be abstracted  from them.  These systems use diminished search control and greater operator flexibility to navigate through hierarchy space, and thus employ a practical strategy for incremental learning. The advantage of viewing these systems in terms of search is that it requires explicit consideration of the 'goal' of learning and of the system's ability to achieveor approximate this goal.  The search framework forces analysis to move beyond anecdotal characterizations of system behavior.3. COBWEB: Incremental conceptual clusteringUNIMEM and CYRUS, along with the conceptual clustering work of Michalski and Stepp, have inspired the COBWEB system.  COBWEB is an incremental system for hierarchical conceptual clustering. The system carries out a hill-climbing search through a space of hierarchical classification schemes using operators that enable bidirectional travel through this space. This section describes COBWEB, filling in the details of the general incremental strategy.  Specifically, the section gives•  the heuristic evaluation measure used to guide search,•  the state representation, including the structure of hierarchies and the representation of concepts,•  the operators used to build classification schemes, and•  the control strategy, including a high level description of the system.

### 3.1 Category utility:  A heuristic evaluation measure
COBWEB uses a heuristic measure called category utility to guide search. Gluck and Corter (1985) originally developed this metric as a means of predicting the basic level in human classification hierarchies. Briefly, basic level categories (e.g., bird) are retrieved more quickly than either more general (e.g., animal) or more specific (e.g., robin) classes during object recognition. More generally, basic level categories are hypothesized to be where a number of inference-related abilities are maximized in humans (Mervis & Rosch, 1981). Identifying preferred concepts in humans is important from a cognitive modeling standpoint, but it also provides a basis for developing principled criteria for evaluating concept quality in AI systems. Category utility can be viewed as a function that rewards traditional virtues held in clustering generally - similarity of objects within the same class and dissimilarity of objects in different classes. In particular, category utility is a tradeoff
146D. H. FISHER between intra-class similarity and inter-class dissimilarity of objects, where objects are described in terms of (nominal) attribute-value pairs...",,0,0.89,0,0,0,0,0,0,0,0,0,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0.34,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.862,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
instruments-for-dissection.md,2019-12-6,Joana Chicau,image,image,wc/Instruments_for_dissection.jpg,"Woodcut, instruments for dissection.",https://wellcomecollection.org/works/brs86dya,,Creative Commons Attribution (CC BY 4.0),"Instruments for dissection, after Vesalius' Fabrica 1543",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.91,0,0,0,0,0,0,0.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0
